point_id,lat,lon,bearing,arm_direction,intersection_idx
pt_000219,39.956149403465574,-75.15903601925083,90,270,54
pt_000220,39.95572983234485,-75.15823628949632,180,0,55
pt_000221,39.9556733423838,-75.1581670728176,270,90,55
pt_000222,39.955620074914,-75.1582404766051,0,180,55
pt_000223,39.95567656483086,-75.15830969329055,90,270,55
pt_000224,39.957450943744895,-75.16031308890565,180,0,56
pt_000225,39.95739445503456,-75.16024386874578,270,90,56
pt_000226,39.95734118623878,-75.16031727276452,0,180,56
pt_000227,39.957397674904904,-75.16038649293115,90,270,56
pt_000228,39.957203667427166,-75.16035646804471,180,0,57
pt_000229,39.95714717874293,-75.16028724810076,270,90,57
pt_000230,39.957093909918704,-75.16036065181825,0,180,57
pt_000231,39.957150398558724,-75.16042987176895,90,270,57
pt_000232,39.95700923963468,-75.15878200170357,180,0,58
pt_000233,39.95695275000232,-75.15871278326722,270,90,58
pt_000234,39.95689948218622,-75.15878618800939,0,180,58
pt_000235,39.95695597177438,-75.1588554064525,90,270,58
pt_000236,39.95473549343858,-75.15766322512408,180,0,59
pt_000237,39.95467900313238,-75.15759400993522,270,90,59
pt_000238,39.95462573602713,-75.15766741309757,0,180,59
pt_000239,39.954682226289144,-75.1577366282932,90,270,59
pt_000240,39.95725435915543,-75.1587113288557,180,0,60
pt_000241,39.95719786948055,-75.15864211022833,270,90,60
pt_000242,39.95714460171036,-75.15871551529081,0,180,60
pt_000243,39.957201091341055,-75.15878473392497,90,270,60
pt_000244,39.95763674484919,-75.16178168945062,180,0,61
pt_000245,39.95758025702324,-75.16171246788001,270,90,61
pt_000246,39.95752698728711,-75.16178587094777,0,180,61
pt_000247,39.95758347506888,-75.16185509252512,90,270,61
pt_000248,39.957576119184566,-75.16132412938217,180,0,62
pt_000249,39.95751963108308,-75.16125490825388,270,90,62
pt_000250,39.95746636163992,-75.16132831161498,0,180,62
pt_000251,39.95752284969721,-75.16139753275003,90,270,62
pt_000252,39.9575138848233,-75.16083325810853,180,0,63
pt_000253,39.95745739642619,-75.1607640374519,270,90,63
pt_000254,39.95740412729734,-75.16083744113071,0,180,63
pt_000255,39.95746061565024,-75.1609066617941,90,270,63
pt_000256,39.9571524478421,-75.15792679542231,180,0,64
pt_000257,39.95709595769476,-75.15785757755127,270,90,64
pt_000258,39.95704269042693,-75.15793098311889,0,180,64
pt_000259,39.95709918053003,-75.15800020099671,90,270,64
pt_000260,39.957197882495,-75.15827628366137,180,0,65
pt_000261,39.957141392558135,-75.15820706545335,270,90,65
pt_000262,39.9570881250665,-75.158280470796,0,180,65
pt_000263,39.95714461495917,-75.15834968901078,90,270,65
pt_000264,39.95300732148694,-75.1557105690724,180,0,66
pt_000265,39.95295083000489,-75.15564135726842,270,90,66
pt_000266,39.95289756414622,-75.1557147600945,0,180,66
pt_000267,39.95295405558407,-75.15578397190522,90,270,66
pt_000268,39.95289593446383,-75.15483147611228,180,0,67
pt_000269,39.95283944245244,-75.15476226515293,270,90,67
pt_000270,39.95278617715668,-75.15483566854799,0,180,67
pt_000271,39.952842669123875,-75.15490487951412,90,270,67
pt_000272,39.95383981831268,-75.16213748566496,180,0,68
pt_000273,39.95378333070073,-75.16206826766785,270,90,68
pt_000274,39.95373006072692,-75.16214166635348,0,180,68
pt_000275,39.953786548294694,-75.16221088435734,90,270,68
