filename,point_id,intersection_idx,lat,lon,arm_direction,base_bearing,heading,gsv_pano_id,gsv_date
pt_000000_arm0_offset15.jpg,pt_000000,0,39.971571691272075,-75.14560600393706,0,180,195,Iw8acAxlGBgklKKZkDME9Q,2025-04
pt_000001_arm90_offset15.jpg,pt_000001,0,39.97151519370939,-75.1455367816184,90,270,285,g_U3MG0DOt_TeTM_mjA9Og,2018-09
pt_000002_arm180_offset15.jpg,pt_000002,0,39.97146193437423,-75.14561021243647,180,0,15,oloUD6qOuCvSKcCGsfLdeg,2025-04
pt_000003_arm270_offset15.jpg,pt_000003,0,39.971518431892726,-75.14567943476193,270,90,105,tgIvsg-_NwXVYtru7X2d_g,2025-04
pt_000004_arm0_offset15.jpg,pt_000004,1,39.97149935028337,-75.14472744699336,0,180,195,H99RKslK3Ir0M-giiXNFDQ,2025-04
pt_000005_arm90_offset15.jpg,pt_000005,1,39.97144285219172,-75.14465822547938,90,270,285,BUusbFS2fRpVCDrGYTlzBQ,2025-04
pt_000006_arm180_offset15.jpg,pt_000006,1,39.97138959341927,-75.14473165690825,180,0,15,kYkE9eINpXjEZ-2OQTb5_w,2025-04
pt_000007_arm270_offset15.jpg,pt_000007,1,39.971446091466724,-75.14480087842904,270,90,105,gF_lgRMQ42ngDQrsPwccBw,2017-11
pt_000008_arm0_offset15.jpg,pt_000008,2,39.97269379845927,-75.1444593334379,0,180,195,Zv0UoJzoy9FXA3PGIZ580Q,2025-04
pt_000009_arm90_offset15.jpg,pt_000009,2,39.97263730020661,-75.14439011092938,90,270,285,GWXz3p3f9_GWkK-bP16_Kw,2025-04
pt_000010_arm180_offset15.jpg,pt_000010,2,39.972584041609316,-75.14446354386017,180,0,15,A3qgmwU4F8aD7agBGpoT1Q,2025-04
pt_000011_arm270_offset15.jpg,pt_000011,2,39.97264053981777,-75.14453276637548,270,90,105,P-n6gMjj7ME5m3QGayA0PA,2025-04
pt_000012_arm0_offset15.jpg,pt_000012,3,39.9714558325223,-75.14432863812698,0,180,195,cdcavFk1QChQvuRhEcBNOQ,2025-04
pt_000013_arm90_offset15.jpg,pt_000013,3,39.97139933419052,-75.14425941698916,90,270,285,3FKjRCBtVbNnvyDFPrPr1w,2022-05
pt_000014_arm180_offset15.jpg,pt_000014,3,39.97134607567347,-75.14433284868376,180,0,15,s6hDAKTMAtJy5B80Q-jxjw,2025-04
pt_000015_arm270_offset15.jpg,pt_000015,3,39.97140257396104,-75.14440206982839,270,90,105,cdcavFk1QChQvuRhEcBNOQ,2025-04
pt_000016_arm0_offset15.jpg,pt_000016,4,39.971386276400864,-75.14380255758081,0,180,195,vu4B-r1cPpgJKQmNTrXvsw,2018-09
pt_000017_arm90_offset15.jpg,pt_000017,4,39.971329777752345,-75.14373333695157,90,270,285,jm0dS4C6OfMFRLH4JqizCQ,2018-09
pt_000018_arm180_offset15.jpg,pt_000018,4,39.97127651957216,-75.14380676898357,180,0,15,vu4B-r1cPpgJKQmNTrXvsw,2018-09
pt_000019_arm270_offset15.jpg,pt_000019,4,39.971333018176495,-75.1438759896196,270,90,105,vu4B-r1cPpgJKQmNTrXvsw,2018-09
pt_000020_arm0_offset15.jpg,pt_000020,5,39.97132323844281,-75.14333061246398,0,180,195,WU7hXpSZSfONVR6rfuw8fA,2022-05
pt_000021_arm90_offset15.jpg,pt_000021,5,39.97126673951011,-75.14326139229166,90,270,285,WU7hXpSZSfONVR6rfuw8fA,2022-05
pt_000022_arm180_offset15.jpg,pt_000022,5,39.971213481632155,-75.14333482462561,180,0,15,WU7hXpSZSfONVR6rfuw8fA,2022-05
pt_000023_arm270_offset15.jpg,pt_000023,5,39.971269980520646,-75.14340404480474,270,90,105,WU7hXpSZSfONVR6rfuw8fA,2022-05
pt_000024_arm0_offset15.jpg,pt_000024,6,39.971258182106666,-75.14283836663895,0,180,195,EQ-TFZNLXhm0NulKFBpJeA,2025-04
pt_000025_arm90_offset15.jpg,pt_000025,6,39.97120168287759,-75.1427691469425,90,270,285,u4npMGqx5m8cGmNXxM9SJQ,2025-04
pt_000026_arm180_offset15.jpg,pt_000026,6,39.97114842531486,-75.14284257959214,180,0,15,Au-N4lLCou82gZoMbWhF6w,2022-05
pt_000027_arm270_offset15.jpg,pt_000027,6,39.971204924499716,-75.14291179929542,270,90,105,hCYCwmMn1f33mTVq1ZxJHQ,2022-05
pt_000028_arm0_offset15.jpg,pt_000028,7,39.97245254234014,-75.14258149344829,0,180,195,moBgGmLh2mIupk6vCI4SpQ,2025-04
pt_000029_arm90_offset15.jpg,pt_000029,7,39.972396042956845,-75.14251227274809,90,270,285,CAoSFkNJSE0wb2dLRUlDQWdJRGFtZEhQT3c.,2019-10
pt_000030_arm180_offset15.jpg,pt_000030,7,39.97234278556207,-75.14258570689073,180,0,15,CYFXVPXbzLB33rxkeZYibw,2025-04
pt_000031_arm270_offset15.jpg,pt_000031,7,39.972399284901165,-75.14265492759775,270,90,105,CAoSFkNJSE0wb2dLRUlDQWdJRGE2WTJpR0E.,2019-10
pt_000032_arm0_offset15.jpg,pt_000032,8,39.97116198714321,-75.14211114276564,0,180,195,c_ab6srdzcYypij5eCAJmg,2025-04
pt_000033_arm90_offset15.jpg,pt_000033,8,39.971105487476294,-75.14204192377225,90,270,285,CAoSFkNJSE0wb2dLRUlDQWdJRGFzWVRMWVE.,2020-01
pt_000034_arm180_offset15.jpg,pt_000034,8,39.97105223037925,-75.14211535688824,180,0,15,CAoSFkNJSE0wb2dLRUlDQWdJRGF5ZHFZQXc.,2020-01
pt_000035_arm270_offset15.jpg,pt_000035,8,39.97110873000196,-75.14218457588841,270,90,105,2koaNsOZ40GzEr50z-mbPA,2025-04
pt_000036_arm0_offset15.jpg,pt_000036,9,39.971005602592854,-75.13924675722104,0,180,195,CAoSF0NJSE0wb2dLRUlDQWdJRGE2ZXpJcWdF,2019-10
pt_000037_arm90_offset15.jpg,pt_000037,9,39.97094910120144,-75.13917754077028,90,270,285,yDmc59c2ZNwPdQwub00sXg,2025-04
pt_000038_arm180_offset15.jpg,pt_000038,9,39.970895845939296,-75.13925097596349,180,0,15,eVHA2kUAudF97f_Ezb2uIw,2025-05
pt_000039_arm270_offset15.jpg,pt_000039,9,39.97095234728653,-75.1393201924211,270,90,105,CAoSFkNJSE0wb2dLRUlDQWdJRGEwYTdOUEE.,2019-10
pt_000040_arm0_offset15.jpg,pt_000040,10,39.97250032227394,-75.13893401096632,0,180,195,CAoSF0NJSE0wb2dLRUlDQWdJRGE2ZGpoaEFF,2019-10
pt_000041_arm90_offset15.jpg,pt_000041,10,39.97244382069474,-75.13886479325222,90,270,285,6FFL_b6VEkvWRjxVdn4xKA,2025-04
pt_000042_arm180_offset15.jpg,pt_000042,10,39.97239056563723,-75.13893823030712,180,0,15,CAoSF0NJSE0wb2dLRUlDQWdJRGFpZXZwd2dF,2019-10
pt_000043_arm270_offset15.jpg,pt_000043,10,39.972447067172205,-75.13900744802805,270,90,105,AaktXfT8MUYehDJbyRen9A,2025-04
pt_000044_arm0_offset15.jpg,pt_000044,11,39.97109430945086,-75.14005213872177,0,180,195,CAoSF0NJSE0wb2dLRUlDQWdJQ3MtODdONmdF,2020-02
pt_000045_arm90_offset15.jpg,pt_000045,11,39.971037808544324,-75.13998292151051,90,270,285,rWEdsrJh0geH5qLeGZdaUw,2025-05
pt_000046_arm180_offset15.jpg,pt_000046,11,39.97098455276638,-75.14005635616805,180,0,15,5Yx81BzwNQJseOx1D5-H4Q,2025-05
pt_000047_arm270_offset15.jpg,pt_000047,11,39.97104105362872,-75.14012557338614,270,90,105,7p212Y7qWMhHOwd80IKCUQ,2025-05
pt_000048_arm0_offset15.jpg,pt_000048,12,39.97099008429438,-75.14127202732038,0,180,195,CAoSFkNJSE0wb2dLRUlDQWdJRGE2ZWFvTkE.,2020-01
pt_000049_arm90_offset15.jpg,pt_000049,12,39.970933584122214,-75.14120280920038,90,270,285,CAoSF0NJSE0wb2dLRUlDQWdJRGF5ZmZ1N0FF,2020-01
pt_000050_arm180_offset15.jpg,pt_000050,12,39.97088032756234,-75.14127624278854,180,0,15,qoIvGIu5Sct0LhjU_vDexg,2025-04
pt_000051_arm270_offset15.jpg,pt_000051,12,39.970936827690295,-75.14134546091535,270,90,105,CAoSF0NJSE0wb2dLRUlDQWdJRGEyWXlVcmdF,2020-01
pt_000052_arm0_offset15.jpg,pt_000052,13,39.9709429269232,-75.14099994589621,0,180,195,CAoSFkNJSE0wb2dLRUlDQWdJRGFxY3k3UXc.,2019-11
pt_000053_arm90_offset15.jpg,pt_000053,13,39.97088642658723,-75.14093072805063,90,270,285,oi2Gm14IfQKuS6ipYyd92A,2025-05
pt_000054_arm180_offset15.jpg,pt_000054,13,39.97083317020154,-75.14100416180118,180,0,15,-7-0An_SECEjhBhPoHEPlg,2025-05
pt_000055_arm270_offset15.jpg,pt_000055,13,39.97088967049331,-75.14107337965355,270,90,105,CAoSFkNJSE0wb2dLRUlDQWdJRGEyYWU1UEE.,2020-01
pt_000056_arm0_offset15.jpg,pt_000056,14,39.970928829814234,-75.13868609922964,0,180,195,wFwwEqWIakSo6cHETWtA7g,2025-04
pt_000057_arm90_offset15.jpg,pt_000057,14,39.97087232808527,-75.1386168833236,90,270,285,E9T5SYM4W2mD8cDV9k2jvA,2025-04
pt_000058_arm180_offset15.jpg,pt_000058,14,39.97081907318215,-75.13869031887349,180,0,15,lgNZbMDERQoZnqgVE7BVWg,2025-04
pt_000059_arm270_offset15.jpg,pt_000059,14,39.97087557486692,-75.13875953478635,270,90,105,Bmel337ol2GvzpWfnSy4rg,2025-04
pt_000060_arm0_offset15.jpg,pt_000060,15,39.97242792886595,-75.13836123209343,0,180,195,mFJMnsWtG1pPxoZgQpBOMA,2023-03
pt_000061_arm90_offset15.jpg,pt_000061,15,39.972371426941926,-75.13829201492969,90,270,285,g7zZb8QwuxI6UfH0_hXLaQ,2025-04
pt_000062_arm180_offset15.jpg,pt_000062,15,39.9723181722512,-75.13836545235549,180,0,15,mFJMnsWtG1pPxoZgQpBOMA,2023-03
pt_000063_arm270_offset15.jpg,pt_000063,15,39.97237467413103,-75.13843466952603,270,90,105,mFJMnsWtG1pPxoZgQpBOMA,2023-03
pt_000064_arm0_offset15.jpg,pt_000064,16,39.970846152833055,-75.13818249421675,0,180,195,1V3nLCB0UhtPce1ykV427A,2025-04
pt_000065_arm90_offset15.jpg,pt_000065,16,39.97078965080088,-75.138113278814,90,270,285,lUnJeiSand5XSAezO4rn3w,2025-04
pt_000066_arm180_offset15.jpg,pt_000066,16,39.97073639622024,-75.13818671466942,180,0,15,1NnPMY_LRshHVOAAeglPVg,2025-04
pt_000067_arm270_offset15.jpg,pt_000067,16,39.97079289820821,-75.13825593007897,270,90,105,_I61TAO8_Kw2i-Xf7dOgUw,2025-04
pt_000068_arm0_offset15.jpg,pt_000068,17,39.97070900634849,-75.13745372849793,0,180,195,nbsUDRiVyoTMlFZoMK2C7g,2025-04
pt_000069_arm90_offset15.jpg,pt_000069,17,39.97065250387755,-75.13738451384133,90,270,285,yhQkPao9dZMuhAUIY0ZAMA,2017-11
pt_000070_arm180_offset15.jpg,pt_000070,17,39.97059924976349,-75.13745795011992,180,0,15,ysHBo50F1cN0M2R-k9RhSw,2025-04
pt_000071_arm270_offset15.jpg,pt_000071,17,39.97065575219023,-75.13752716478335,270,90,105,HWrv6OPgNvQbaNkrsmmjxw,2025-04
pt_000072_arm0_offset15.jpg,pt_000072,18,39.972255118400334,-75.13712654651887,0,180,195,5GkDgOszW-4A3D-kULbJHw,2025-05
pt_000073_arm90_offset15.jpg,pt_000073,18,39.972198615732964,-75.13705733055862,90,270,285,BdU4tx-4DI0M1Zsn0KtWbQ,2025-04
pt_000074_arm180_offset15.jpg,pt_000074,18,39.972145361832894,-75.13713076876581,180,0,15,GjF-bJX2r5M5mrTCuhfgSw,2025-04
pt_000075_arm270_offset15.jpg,pt_000075,18,39.972201864456096,-75.13719998473292,270,90,105,S6DUBuelx0h1cOvqwMdYfQ,2025-04
pt_000076_arm0_offset15.jpg,pt_000076,19,39.97059195011637,-75.13680192656071,0,180,195,A0JmqtP-H75SjRHe4ieQCg,2014-09
pt_000077_arm90_offset15.jpg,pt_000077,19,39.970535447253006,-75.13673271256573,90,270,285,UaERiFG9iJO8EXfokzBxjg,2014-09
pt_000078_arm180_offset15.jpg,pt_000078,19,39.97048219355625,-75.13680614922892,180,0,15,UaERiFG9iJO8EXfokzBxjg,2014-09
pt_000079_arm270_offset15.jpg,pt_000079,19,39.970538696375435,-75.13687536323073,270,90,105,UaERiFG9iJO8EXfokzBxjg,2014-09
pt_000080_arm0_offset15.jpg,pt_000080,20,39.972109447053505,-75.13632866526618,0,180,195,zprw9XU2U1P9GLORqcR3jA,2025-04
pt_000081_arm90_offset15.jpg,pt_000081,20,39.97205294390573,-75.13625945011827,90,270,285,_I08EOZWUwiD2SIdQLDQkA,2025-04
pt_000082_arm180_offset15.jpg,pt_000082,20,39.97199969051653,-75.13633288879365,180,0,15,tM45UhEkfLmtWIFTCVQBgA,2025-04
pt_000083_arm270_offset15.jpg,pt_000083,20,39.97205619362009,-75.13640210394838,270,90,105,hM0YcP3H0wPLaFydei8irg,2025-04
pt_000084_arm0_offset15.jpg,pt_000084,21,39.97050161021824,-75.13633339317084,0,180,195,Diw7i7zUnR_l9AMLgiFOaw,2014-09
pt_000085_arm90_offset15.jpg,pt_000085,21,39.970445107072806,-75.13626417965779,90,270,285,04CVWx6UmHn76VHAlC1r3w,2014-09
pt_000086_arm180_offset15.jpg,pt_000086,21,39.970391853676034,-75.13633761659068,180,0,15,04CVWx6UmHn76VHAlC1r3w,2014-09
pt_000087_arm270_offset15.jpg,pt_000087,21,39.97044835677729,-75.13640683011057,270,90,105,04CVWx6UmHn76VHAlC1r3w,2014-09
pt_000088_arm0_offset15.jpg,pt_000088,22,39.97202196719911,-75.13585040664361,0,180,195,vZjY5K48nJAwyc0Sydnjtw,2025-05
pt_000089_arm90_offset15.jpg,pt_000089,22,39.97196546376339,-75.13578119198282,90,270,285,RcJbOYE8LhcspG5kjTMy5Q,2025-04
pt_000090_arm180_offset15.jpg,pt_000090,22,39.9719122106804,-75.13585463093864,180,0,15,GqQ0FUZb5GX0fATLH3R6pg,2025-04
pt_000091_arm270_offset15.jpg,pt_000091,22,39.9719687140719,-75.13592384560627,270,90,105,GqQ0FUZb5GX0fATLH3R6pg,2025-04
pt_000092_arm0_offset15.jpg,pt_000092,23,39.97051649854776,-75.14398696566278,0,180,195,JhV9ihW-o2bEkwKk7h08XA,2025-04
pt_000093_arm90_offset15.jpg,pt_000093,23,39.970460000009986,-75.1439177457667,90,270,285,JhV9ihW-o2bEkwKk7h08XA,2025-04
pt_000094_arm180_offset15.jpg,pt_000094,23,39.9704067417092,-75.14399117671354,180,0,15,FLFH3jSIcbRO7p34UnDcpw,2025-04
pt_000095_arm270_offset15.jpg,pt_000095,23,39.97046324020279,-75.14406039661642,270,90,105,JhV9ihW-o2bEkwKk7h08XA,2025-04
pt_000096_arm0_offset15.jpg,pt_000096,24,39.97040274386822,-75.1357744926338,0,180,195,Yv5RhKJPeSJ1PzdGEXrVYg,2025-05
pt_000097_arm90_offset15.jpg,pt_000097,24,39.97034624038627,-75.13570527968653,90,270,285,tifAHviuCR5JpVltKSB0zQ,2019-08
