point_id,lat,lon,bearing,arm_direction,intersection_idx
pt_000246,39.97537430515021,-75.14384904978296,0,180,61
pt_000247,39.97543080372756,-75.14391827463146,90,270,61
pt_000248,39.97542340560725,-75.14334113242462,180,0,62
pt_000249,39.97536690668242,-75.14327190806387,270,90,62
pt_000250,39.975313648809426,-75.14334534482356,0,180,62
pt_000251,39.975370147690064,-75.14341456919111,90,270,62
pt_000252,39.97521118616104,-75.13535909439297,180,0,63
pt_000253,39.97515468243078,-75.13528987689018,270,90,63
pt_000254,39.97510142967173,-75.13536331968048,0,180,63
pt_000255,39.975157933357806,-75.13543253719008,90,270,63
pt_000256,39.975369142756584,-75.14289962383056,180,0,64
pt_000257,39.97531264356596,-75.14283039989247,270,90,64
pt_000258,39.97525938597566,-75.14290383693974,0,180,64
pt_000259,39.975315885122136,-75.14297306088464,90,270,64
pt_000260,39.97514021316637,-75.13483600288446,180,0,65
pt_000261,39.97508370912118,-75.13476678588931,270,90,65
pt_000262,39.97503045669711,-75.13484022901307,0,180,65
pt_000263,39.975086960698114,-75.13490944601506,90,270,65
pt_000264,39.97527584670509,-75.1421982427323,180,0,66
pt_000265,39.97521934709215,-75.14212901947292,270,90,66
pt_000266,39.97516608995102,-75.14220245696939,0,180,66
pt_000267,39.97522258951977,-75.14227168023558,90,270,66
pt_000268,39.97525410854438,-75.14197566243615,180,0,67
pt_000269,39.9751976087974,-75.14190643938413,270,90,67
pt_000270,39.97514435179883,-75.14197987703166,0,180,67
pt_000271,39.975200851501604,-75.1420491000905,90,270,67
pt_000272,39.975159614906026,-75.14124717906047,180,0,68
pt_000273,39.975103114720454,-75.1411779567109,270,90,68
pt_000274,39.97504985818838,-75.14125139482759,0,180,68
pt_000275,39.97510635832975,-75.14132061718396,90,270,68
pt_000276,39.97512732835295,-75.14098674931289,180,0,69
pt_000277,39.975070828010566,-75.1409175272129,270,90,69
pt_000278,39.975017571645246,-75.14099096549894,0,180,69
pt_000279,39.97507407194343,-75.1410601876057,90,270,69
pt_000280,39.97505009180137,-75.14040726853625,180,0,70
pt_000281,39.974993591110085,-75.1403380469972,270,90,70
pt_000282,39.97494033511585,-75.14041148565418,0,180,70
pt_000283,39.97499683576294,-75.14048070720004,90,270,70
pt_000284,39.97474144612356,-75.14207309124093,180,0,71
pt_000285,39.97468494643505,-75.14200386863045,270,90,71
